account_id,payment_history,credit_utilization,account_tenure,monthly_income,num_credit_lines,recent_inquiries,segment,target
ACC0002256,75,35,-35,-45,-10,-45,SME,0
ACC0002257,10,-30,30,35,-40,-15,ENTERPRISE,0
ACC0002258,10,5,5,10,20,-15,SME,0
ACC0002259,40,35,30,10,-10,15,CONSUMER,0
ACC0002260,10,5,55,-20,-40,45,CONSUMER,0
ACC0002261,10,5,5,35,-10,45,CONSUMER,1
ACC0002262,10,-55,-35,-20,40,45,CONSUMER,0
ACC0002263,10,35,-35,-20,-40,-15,ENTERPRISE,0
ACC0002264,10,35,55,-20,-40,45,CONSUMER,0
ACC0002265,10,-30,-35,10,40,45,CONSUMER,1
ACC0002266,75,5,5,-20,-40,15,SME,0
ACC0002267,-25,35,5,35,-40,-45,CONSUMER,0
ACC0002268,-25,-55,5,-20,-40,15,SME,0
ACC0002269,40,-55,-50,60,-40,15,CONSUMER,0
ACC0002270,-25,65,5,10,-40,45,CONSUMER,0
ACC0002271,-25,-30,30,-45,20,-45,CONSUMER,0
ACC0002272,40,-55,-35,-45,-40,15,ENTERPRISE,0
ACC0002273,40,5,5,10,20,15,CONSUMER,0
ACC0002274,-25,-30,5,-20,40,-15,SME,1
ACC0002275,-25,35,5,60,-40,-45,CONSUMER,1
ACC0002276,75,-30,55,10,20,-45,CONSUMER,0
ACC0002277,10,5,5,10,20,15,SME,0
ACC0002278,-60,-30,30,10,-10,-45,CONSUMER,0
ACC0002279,75,35,-35,10,20,-15,CONSUMER,0
ACC0002280,75,65,5,60,20,15,CONSUMER,0
ACC0002281,10,35,-35,-20,20,-45,CONSUMER,0
ACC0002282,40,5,-50,-20,-40,-15,CONSUMER,0
ACC0002283,10,5,55,10,-10,-15,CONSUMER,0
ACC0002284,40,35,5,10,20,45,CONSUMER,0
ACC0002285,10,-30,-35,35,20,-45,CONSUMER,0
ACC0002286,40,65,-35,35,20,-15,CONSUMER,0
ACC0002287,75,5,30,-20,-40,-15,SME,0
ACC0002288,-25,35,-35,10,20,-45,CONSUMER,0
ACC0002289,10,-55,5,10,-40,-15,CONSUMER,0
ACC0002290,75,5,-35,10,20,15,CONSUMER,0
ACC0002291,10,65,5,35,20,45,CONSUMER,0
ACC0002292,40,65,-50,35,20,-45,CONSUMER,0
ACC0002293,10,35,30,-20,-10,15,CONSUMER,0
ACC0002294,10,5,-35,35,40,-15,CONSUMER,0
ACC0002295,40,-30,30,35,40,-15,CONSUMER,0
ACC0002296,10,35,5,-20,20,-15,CONSUMER,0
ACC0002297,10,5,55,35,40,45,SME,0
ACC0002298,10,5,55,-20,-10,45,CONSUMER,0
ACC0002299,75,5,5,10,-40,15,SME,0
ACC0002300,75,35,30,10,-10,-45,CONSUMER,0
ACC0002301,75,5,5,60,20,45,CONSUMER,0
ACC0002302,40,65,-35,60,-10,-15,CONSUMER,0
ACC0002303,-25,-30,-35,60,20,15,CONSUMER,0
ACC0002304,-25,65,30,-20,40,-15,CONSUMER,0
ACC0002305,-60,-55,5,35,-10,-45,CONSUMER,1
ACC0002306,40,35,5,10,-10,-15,SME,0
ACC0002307,-25,-30,-50,35,-10,15,CONSUMER,1
ACC0002308,10,65,-50,35,20,45,ENTERPRISE,0
ACC0002309,40,-30,5,-20,20,45,SME,0
ACC0002310,10,5,5,10,-40,45,CONSUMER,0
ACC0002311,-60,5,5,10,-10,-15,CONSUMER,1
ACC0002312,-25,5,30,10,20,15,CONSUMER,0
ACC0002313,10,-30,-35,60,-10,-15,CONSUMER,0
ACC0002314,10,65,-35,10,-40,45,SME,0
ACC0002315,-25,5,30,60,-10,-15,CONSUMER,0
ACC0002316,10,35,-35,35,40,-15,CONSUMER,0
ACC0002317,40,35,-35,-45,40,-15,CONSUMER,0
ACC0002318,10,5,30,60,40,-45,CONSUMER,0
ACC0002319,40,-30,5,10,-40,-45,CONSUMER,0
ACC0002320,-60,65,5,10,20,15,CONSUMER,0
ACC0002321,40,35,55,35,-10,-45,CONSUMER,1
ACC0002322,-60,-30,30,35,-10,-15,CONSUMER,0
ACC0002323,-60,-55,-50,-45,40,-45,CONSUMER,0
ACC0002324,10,35,30,60,40,45,CONSUMER,0
ACC0002325,-25,-30,55,-45,-10,15,SME,1
ACC0002326,10,65,-35,10,-10,-45,CONSUMER,0
ACC0002327,40,-55,-35,60,-10,15,CONSUMER,0
ACC0002328,40,-30,-35,-20,20,45,CONSUMER,0
ACC0002329,75,35,5,60,40,-45,CONSUMER,0
ACC0002330,40,-55,-50,35,-10,-15,CONSUMER,1
ACC0002331,75,35,-50,10,20,15,CONSUMER,0
ACC0002332,40,35,30,-20,-10,-45,SME,0
ACC0002333,10,-55,5,60,20,-15,CONSUMER,0
ACC0002334,40,35,55,-45,-40,-15,CONSUMER,0
ACC0002335,40,-30,30,-45,-10,15,CONSUMER,0
ACC0002336,10,5,5,10,-40,15,CONSUMER,0
ACC0002337,10,5,55,35,-40,15,CONSUMER,0
ACC0002338,75,35,55,10,20,15,CONSUMER,0
ACC0002339,-60,-30,5,35,40,45,CONSUMER,0
ACC0002340,-60,65,5,10,40,15,CONSUMER,0
ACC0002341,40,-30,30,60,-40,15,CONSUMER,0
ACC0002342,40,5,-35,10,20,15,CONSUMER,0
ACC0002343,10,35,-35,35,-40,15,CONSUMER,1
ACC0002344,-25,35,30,35,20,15,CONSUMER,0
ACC0002345,10,35,-35,10,-10,-15,CONSUMER,0
ACC0002346,10,-30,-50,-45,20,-15,CONSUMER,0
ACC0002347,10,5,5,35,-10,-15,CONSUMER,0
ACC0002348,10,65,30,10,20,-15,SME,0
ACC0002349,-60,-30,5,35,-10,-15,CONSUMER,0
ACC0002350,-25,-30,5,35,-40,-45,CONSUMER,0
ACC0002351,10,5,30,10,20,-15,SME,0
ACC0002352,-25,35,55,-20,-40,-15,CONSUMER,1
ACC0002353,10,5,5,10,40,45,CONSUMER,0
ACC0002354,10,65,-35,60,40,15,CONSUMER,0
ACC0002355,-25,5,-35,10,-10,-15,CONSUMER,1
ACC0002356,75,-55,-50,35,20,45,CONSUMER,0
ACC0002357,-25,-55,-35,-20,20,-45,CONSUMER,1
ACC0002358,-60,5,30,-45,20,-15,CONSUMER,0
ACC0002359,40,35,30,60,-10,45,CONSUMER,0
ACC0002360,40,-30,30,-20,40,15,CONSUMER,0
ACC0002361,-25,35,5,10,20,-15,SME,0
ACC0002362,10,-30,5,10,-40,15,CONSUMER,1
ACC0002363,40,65,30,60,-10,45,CONSUMER,0
ACC0002364,40,35,5,10,-10,-15,CONSUMER,0
ACC0002365,75,5,5,60,-10,45,CONSUMER,0
ACC0002366,10,5,30,10,-10,15,CONSUMER,0
ACC0002367,10,5,5,10,-40,-15,CONSUMER,0
ACC0002368,-25,-30,55,10,-40,-45,CONSUMER,1
ACC0002369,-25,35,-35,35,-10,-15,CONSUMER,0
ACC0002370,40,35,5,-45,-10,15,CONSUMER,0
ACC0002371,40,5,55,10,40,-45,CONSUMER,0
ACC0002372,40,-55,5,-45,-40,-45,SME,0
ACC0002373,40,35,30,35,-10,-15,CONSUMER,1
ACC0002374,10,5,55,10,-10,45,CONSUMER,0
ACC0002375,40,5,55,-20,40,-45,CONSUMER,0
ACC0002376,10,5,-35,-20,20,-15,CONSUMER,1
ACC0002377,10,35,5,-20,-10,-45,CONSUMER,0
ACC0002378,40,5,55,60,-10,45,CONSUMER,0
ACC0002379,-25,65,-50,10,-10,-45,CONSUMER,1
ACC0002380,10,35,-35,35,-10,-15,CONSUMER,1
ACC0002381,-25,5,5,10,40,-15,CONSUMER,0
ACC0002382,75,-55,30,10,-10,-45,CONSUMER,0
ACC0002383,-25,5,-35,-45,20,15,CONSUMER,1
ACC0002384,40,65,5,35,20,15,CONSUMER,0
ACC0002385,-25,-30,5,10,40,45,CONSUMER,0
ACC0002386,75,5,55,35,40,15,CONSUMER,0
ACC0002387,75,-30,5,35,-40,-15,CONSUMER,0
ACC0002388,10,-55,-50,-45,-40,-45,CONSUMER,0
ACC0002389,10,5,5,-45,40,-15,CONSUMER,0
ACC0002390,10,-30,5,60,-40,15,CONSUMER,0
ACC0002391,40,5,-35,10,-10,15,CONSUMER,0
ACC0002392,75,-55,5,35,-10,15,CONSUMER,0
ACC0002393,-60,5,5,10,40,15,CONSUMER,0
ACC0002394,-60,5,55,-45,20,15,CONSUMER,0
ACC0002395,-60,5,-50,10,-10,15,CONSUMER,0
ACC0002396,40,-30,30,-20,-40,-45,CONSUMER,0
ACC0002397,-25,5,30,-20,-40,-15,CONSUMER,1
ACC0002398,10,-55,5,10,20,-15,CONSUMER,1
ACC0002399,40,-55,30,60,40,-15,CONSUMER,0
ACC0002400,-25,5,-50,10,20,15,SME,0
ACC0002401,-25,35,30,35,-40,45,CONSUMER,0
ACC0002402,40,5,5,-45,40,-15,CONSUMER,0
ACC0002403,40,65,5,35,20,15,CONSUMER,0
ACC0002404,10,35,30,35,20,-15,SME,0
ACC0002405,40,65,5,10,-10,-45,CONSUMER,0
ACC0002406,10,5,30,35,-40,45,CONSUMER,0
ACC0002407,10,-30,-35,60,40,15,SME,0
ACC0002408,10,5,55,-20,-40,15,CONSUMER,1
ACC0002409,-60,65,-35,35,20,15,CONSUMER,0
ACC0002410,-60,5,5,35,-40,-15,ENTERPRISE,0
ACC0002411,75,35,5,35,20,-45,CONSUMER,0
ACC0002412,40,65,30,-20,-10,15,CONSUMER,0
ACC0002413,75,65,-35,10,-10,-45,CONSUMER,0
ACC0002414,10,-30,-50,10,-40,-45,CONSUMER,0
ACC0002415,40,-55,30,10,40,-45,CONSUMER,0
ACC0002416,-25,35,30,-20,20,45,CONSUMER,0
ACC0002417,75,35,55,-20,40,-15,CONSUMER,0
ACC0002418,-60,5,5,60,40,15,CONSUMER,1
ACC0002419,10,-55,5,10,20,15,CONSUMER,0
ACC0002420,40,5,30,-20,-40,-15,CONSUMER,0
ACC0002421,10,35,5,10,20,15,CONSUMER,0
ACC0002422,-60,35,-35,35,-10,45,ENTERPRISE,0
ACC0002423,75,-30,5,-45,-10,45,SME,0
ACC0002424,10,-30,-50,10,40,15,CONSUMER,0
ACC0002425,40,35,30,10,-10,45,CONSUMER,0
ACC0002426,75,-55,5,60,-10,45,CONSUMER,0
ACC0002427,10,5,-50,-45,20,-15,CONSUMER,0
ACC0002428,40,5,30,35,20,15,CONSUMER,0
ACC0002429,-25,-30,-35,60,-10,45,CONSUMER,0
ACC0002430,-25,5,30,-45,20,-15,CONSUMER,0
ACC0002431,-60,35,-35,10,20,15,CONSUMER,0
ACC0002432,-25,35,-35,10,-10,45,CONSUMER,1
ACC0002433,10,35,5,35,-10,15,SME,0
ACC0002434,10,5,-35,60,-10,-45,SME,0
ACC0002435,-60,5,-35,10,-10,15,CONSUMER,0
ACC0002436,40,-30,30,10,40,-45,CONSUMER,0
ACC0002437,10,5,5,10,40,45,CONSUMER,0
ACC0002438,10,35,-35,35,20,15,CONSUMER,0
ACC0002439,10,-30,-50,60,-10,15,CONSUMER,0
ACC0002440,10,65,-50,35,-40,-45,CONSUMER,0
ACC0002441,40,5,30,35,-40,15,CONSUMER,0
ACC0002442,10,65,-35,60,-40,-45,CONSUMER,1
ACC0002443,-25,-30,5,10,20,-45,CONSUMER,0
ACC0002444,-25,-30,30,10,-40,45,CONSUMER,0
ACC0002445,10,5,-50,10,20,15,CONSUMER,0
ACC0002446,10,-55,-35,-20,-40,45,CONSUMER,0
ACC0002447,75,-30,-35,10,20,45,SME,0
ACC0002448,75,35,30,-20,-10,45,CONSUMER,0
ACC0002449,10,-30,-50,35,20,-15,SME,0
ACC0002450,-25,5,30,35,20,-45,SME,0
ACC0002451,-25,35,5,60,20,15,CONSUMER,0
ACC0002452,10,5,30,35,-10,45,CONSUMER,0
ACC0002453,-25,-30,5,60,20,-15,ENTERPRISE,0
ACC0002454,10,35,-50,10,40,-45,CONSUMER,0
ACC0002455,40,-30,-50,60,-40,-15,CONSUMER,0
ACC0002456,10,-30,-35,35,-40,15,CONSUMER,0
ACC0002457,40,5,30,10,20,15,SME,1
ACC0002458,10,35,-50,-45,40,-15,CONSUMER,1
ACC0002459,-25,-55,30,60,-40,-15,CONSUMER,0
ACC0002460,40,65,5,10,-10,-15,CONSUMER,0
ACC0002461,-60,5,5,35,-40,-15,CONSUMER,0
ACC0002462,40,35,30,-20,20,-15,CONSUMER,0
ACC0002463,10,35,-35,10,-10,-45,SME,0
ACC0002464,10,35,30,-20,-40,15,CONSUMER,0
ACC0002465,40,5,-35,-20,-10,-15,SME,0
ACC0002466,40,5,5,60,-40,-45,CONSUMER,0
ACC0002467,-25,35,5,-20,-40,-45,SME,0
ACC0002468,10,-30,30,10,-10,-15,CONSUMER,1
ACC0002469,-60,5,5,10,20,-15,CONSUMER,1
ACC0002470,75,35,55,35,20,-45,CONSUMER,0
ACC0002471,40,-30,30,35,-10,-15,CONSUMER,0
ACC0002472,75,5,30,60,-10,-45,SME,0
ACC0002473,10,-30,5,-20,-10,15,CONSUMER,0
ACC0002474,-25,-55,-50,10,-10,15,CONSUMER,0
ACC0002475,40,-55,-35,-45,20,-15,CONSUMER,0
ACC0002476,75,65,-35,10,-40,-15,SME,0
ACC0002477,-25,-55,5,-20,-10,15,CONSUMER,0
ACC0002478,10,35,30,-20,-10,45,CONSUMER,0
ACC0002479,10,-30,-35,10,-10,45,CONSUMER,0
ACC0002480,75,-30,-35,60,-10,-45,SME,0
ACC0002481,10,35,55,-20,40,15,SME,0
ACC0002482,40,-30,-50,35,-40,15,CONSUMER,1
ACC0002483,75,35,55,-20,-10,-45,CONSUMER,0
ACC0002484,75,65,-50,35,-40,-45,CONSUMER,0
ACC0002485,-25,-55,5,35,20,-45,CONSUMER,0
ACC0002486,75,-55,5,-20,-10,15,SME,0
ACC0002487,40,-55,5,10,-40,-15,CONSUMER,1
ACC0002488,75,-55,30,-20,-10,45,CONSUMER,0
ACC0002489,10,5,30,60,-10,-45,SME,0
ACC0002490,40,-55,55,10,40,-45,CONSUMER,0
ACC0002491,75,65,30,-20,20,45,CONSUMER,0
ACC0002492,10,35,30,10,-40,-45,CONSUMER,0
ACC0002493,10,65,55,-20,-40,15,SME,0
ACC0002494,40,-55,-35,-20,-10,-15,CONSUMER,0
ACC0002495,40,5,30,35,-10,15,CONSUMER,0
ACC0002496,40,65,55,-45,-40,-15,CONSUMER,0
ACC0002497,10,65,55,-20,-10,-45,CONSUMER,0
ACC0002498,40,35,5,60,-40,-15,CONSUMER,0
ACC0002499,10,35,5,10,20,-45,CONSUMER,0
ACC0002500,-60,65,30,-20,-10,15,CONSUMER,0
ACC0002501,75,35,-50,-45,20,15,CONSUMER,0
ACC0002502,40,35,-35,10,-40,15,CONSUMER,0
ACC0002503,10,-30,-35,60,-10,45,CONSUMER,0
ACC0002504,10,5,-35,-45,20,15,ENTERPRISE,0
ACC0002505,75,35,-50,35,-10,15,CONSUMER,0
ACC0002506,10,-30,5,10,-40,15,ENTERPRISE,0
ACC0002507,40,35,5,-20,40,-45,CONSUMER,0
ACC0002508,-25,65,-35,60,40,-15,CONSUMER,0
ACC0002509,10,35,-50,-20,-10,15,CONSUMER,0
ACC0002510,75,65,-35,10,-10,15,CONSUMER,0
ACC0002511,-25,65,55,10,-10,45,CONSUMER,0
ACC0002512,10,35,5,-45,20,-15,ENTERPRISE,0
ACC0002513,75,35,30,60,-10,-15,CONSUMER,0
ACC0002514,10,5,-35,-20,-40,-45,CONSUMER,0
ACC0002515,10,5,-35,35,-40,-15,CONSUMER,1
ACC0002516,75,5,5,-20,20,15,SME,0
ACC0002517,10,5,-35,60,-40,-15,CONSUMER,0
ACC0002518,-25,-55,-35,10,20,-45,CONSUMER,0
ACC0002519,40,5,55,-45,20,-45,ENTERPRISE,0
ACC0002520,75,35,-35,10,-40,15,CONSUMER,0
ACC0002521,10,5,5,60,-40,-45,CONSUMER,0
ACC0002522,75,35,5,10,20,15,CONSUMER,1
ACC0002523,-25,5,-35,-45,-10,-45,CONSUMER,0
ACC0002524,-25,5,5,-20,-40,15,CONSUMER,0
ACC0002525,10,65,5,35,-10,45,CONSUMER,0
ACC0002526,10,35,30,-20,-10,15,CONSUMER,0
ACC0002527,75,5,5,10,20,-45,CONSUMER,0
ACC0002528,10,-55,30,35,-40,15,SME,0
ACC0002529,-25,-30,5,35,-10,-45,CONSUMER,0
ACC0002530,-25,35,5,-45,-10,45,CONSUMER,1
ACC0002531,75,5,5,10,20,-45,SME,0
ACC0002532,10,65,30,10,20,45,CONSUMER,0
ACC0002533,-25,5,-35,10,-10,15,CONSUMER,0
ACC0002534,75,-55,30,-20,20,45,CONSUMER,0
ACC0002535,10,5,5,-45,20,-15,CONSUMER,0
ACC0002536,10,-55,55,60,40,-15,CONSUMER,0
ACC0002537,40,-30,-50,10,-40,-15,CONSUMER,0
ACC0002538,-25,5,5,35,-40,15,CONSUMER,0
ACC0002539,40,-55,-35,10,-10,-45,CONSUMER,0
ACC0002540,10,5,-50,35,40,-15,SME,0
ACC0002541,75,-30,5,-20,-10,-45,CONSUMER,0
ACC0002542,-25,-30,5,10,-40,-15,ENTERPRISE,0
ACC0002543,10,35,55,60,-40,45,CONSUMER,0
ACC0002544,-25,5,55,-20,40,15,CONSUMER,1
ACC0002545,-25,-30,-50,60,-10,-15,CONSUMER,0
ACC0002546,10,-55,30,35,-10,-15,CONSUMER,0
ACC0002547,75,5,30,60,-40,-15,CONSUMER,0
ACC0002548,40,5,-35,10,40,-45,CONSUMER,0
ACC0002549,40,-30,-35,60,-10,-15,CONSUMER,0
ACC0002550,-25,35,-35,35,40,15,ENTERPRISE,0
ACC0002551,-25,-30,30,35,-10,-45,CONSUMER,0
ACC0002552,40,65,-35,35,40,45,CONSUMER,0
ACC0002553,10,5,-35,-45,-40,-45,CONSUMER,1
ACC0002554,-25,-30,-35,10,-40,45,ENTERPRISE,0
ACC0002555,40,-55,55,-45,40,15,CONSUMER,0
ACC0002556,10,35,-35,35,40,-45,CONSUMER,1
ACC0002557,75,35,30,35,-10,-15,CONSUMER,0
ACC0002558,-60,65,55,-20,20,-15,CONSUMER,0
ACC0002559,75,-30,-35,-20,20,-15,CONSUMER,0
ACC0002560,-25,35,30,35,-10,45,CONSUMER,0
ACC0002561,10,65,30,10,-10,-15,CONSUMER,0
ACC0002562,10,65,30,60,20,15,CONSUMER,0
ACC0002563,40,5,30,60,20,-15,CONSUMER,0
ACC0002564,10,5,30,-45,20,-15,SME,1
ACC0002565,-60,5,30,10,-10,-45,CONSUMER,1
ACC0002566,40,-30,-50,-20,20,-15,SME,0
ACC0002567,40,35,30,10,40,15,SME,0
ACC0002568,-25,-55,-50,35,20,-15,SME,0
ACC0002569,10,5,-35,-20,-10,45,SME,0
ACC0002570,10,-55,55,-20,40,45,CONSUMER,1
ACC0002571,-60,65,5,-20,-40,-45,CONSUMER,0
ACC0002572,75,35,5,-20,20,15,CONSUMER,1
ACC0002573,10,-30,30,60,-10,-45,SME,0
ACC0002574,10,65,-35,-45,20,-45,CONSUMER,0
ACC0002575,40,35,55,10,-10,45,CONSUMER,0
ACC0002576,40,5,55,60,-10,-15,CONSUMER,0
ACC0002577,10,35,55,-45,-10,15,SME,0
ACC0002578,75,35,55,10,40,-45,CONSUMER,0
ACC0002579,10,-55,30,10,40,45,ENTERPRISE,0
ACC0002580,10,5,30,60,20,45,CONSUMER,0
ACC0002581,-25,65,55,35,-10,-45,CONSUMER,0
ACC0002582,10,-30,55,60,40,45,CONSUMER,0
ACC0002583,-25,65,5,-45,20,-15,CONSUMER,0
ACC0002584,10,5,30,60,-10,15,CONSUMER,0
ACC0002585,40,5,5,35,40,-45,CONSUMER,0
ACC0002586,40,5,-35,60,20,-15,CONSUMER,0
ACC0002587,-25,-30,30,-45,20,45,CONSUMER,0
ACC0002588,-25,5,-35,10,20,-45,SME,1
ACC0002589,10,5,30,10,-10,-45,SME,0
ACC0002590,-25,5,55,60,40,-45,CONSUMER,0
ACC0002591,75,5,30,35,-40,-15,CONSUMER,0
ACC0002592,40,-30,-35,-45,20,45,CONSUMER,0
ACC0002593,10,-30,55,35,20,15,CONSUMER,0
ACC0002594,-25,35,-35,-20,20,15,CONSUMER,0
ACC0002595,-25,-55,30,-20,-10,-15,CONSUMER,0
ACC0002596,40,-30,30,-20,20,-45,CONSUMER,0
ACC0002597,10,5,5,10,-40,-45,CONSUMER,0
ACC0002598,-25,35,-35,-20,-10,15,SME,0
ACC0002599,75,-55,30,60,-10,-45,CONSUMER,1
ACC0002600,10,35,-35,10,-40,-15,CONSUMER,0
ACC0002601,10,-30,-35,35,40,-15,CONSUMER,0
ACC0002602,40,5,30,10,-40,-15,CONSUMER,0
ACC0002603,40,-30,-50,10,20,-45,CONSUMER,1
ACC0002604,10,65,30,-20,-10,15,CONSUMER,0
ACC0002605,40,65,30,35,40,-45,SME,0
ACC0002606,-25,-30,-35,35,-40,15,CONSUMER,0
ACC0002607,-60,5,30,10,-40,-45,SME,0
ACC0002608,-60,35,5,-45,-10,-15,CONSUMER,1
ACC0002609,-25,65,-35,60,-40,-45,CONSUMER,0
ACC0002610,-25,5,5,10,-40,-15,CONSUMER,0
ACC0002611,10,-30,30,10,40,-45,CONSUMER,0
ACC0002612,40,35,30,-20,-10,45,CONSUMER,0
ACC0002613,10,-55,5,10,40,-15,CONSUMER,1
ACC0002614,75,35,55,60,-10,-15,CONSUMER,0
ACC0002615,40,65,5,10,-10,45,SME,0
ACC0002616,-25,5,5,35,40,-15,CONSUMER,0
ACC0002617,40,-30,-50,-20,20,15,CONSUMER,0
ACC0002618,75,5,-35,10,-10,-15,CONSUMER,1
ACC0002619,40,5,-35,60,-10,45,CONSUMER,0
ACC0002620,40,-30,5,60,-40,-45,SME,0
ACC0002621,10,-30,-35,60,-40,-15,CONSUMER,0
ACC0002622,-60,-55,55,10,40,-15,CONSUMER,0
ACC0002623,40,5,5,35,-40,-45,CONSUMER,0
ACC0002624,75,5,5,35,20,-15,CONSUMER,0
ACC0002625,10,35,5,10,20,-15,CONSUMER,0
ACC0002626,-25,35,-35,10,40,-45,CONSUMER,0
ACC0002627,75,5,5,10,-40,45,CONSUMER,0
ACC0002628,10,-55,5,10,40,-45,CONSUMER,0
ACC0002629,10,5,30,10,-10,-15,CONSUMER,0
ACC0002630,40,5,55,60,-40,-15,SME,0
ACC0002631,10,-55,-35,60,40,-45,CONSUMER,1
ACC0002632,40,-55,30,-20,20,15,CONSUMER,0
ACC0002633,40,5,-35,60,-40,-45,CONSUMER,0
ACC0002634,75,35,5,-45,-10,-15,CONSUMER,0
ACC0002635,-25,-55,5,60,20,-15,CONSUMER,0
ACC0002636,40,65,55,10,20,45,CONSUMER,0
ACC0002637,75,-55,5,10,20,-15,SME,1
ACC0002638,10,-30,30,35,-10,45,CONSUMER,0
ACC0002639,40,-30,-35,60,-10,-45,SME,0
ACC0002640,-25,35,5,-45,20,45,CONSUMER,0
ACC0002641,75,35,30,-20,40,-45,CONSUMER,0
ACC0002642,-25,5,5,10,-10,15,CONSUMER,0
ACC0002643,10,5,5,35,40,-45,CONSUMER,0
ACC0002644,75,5,30,35,20,-15,SME,0
ACC0002645,40,35,55,35,40,-15,CONSUMER,1
ACC0002646,-60,35,30,35,-40,-15,CONSUMER,1
ACC0002647,10,65,5,10,-40,-15,CONSUMER,0
ACC0002648,40,-55,-35,10,-10,45,SME,0
ACC0002649,40,35,-50,10,-10,-15,CONSUMER,0
ACC0002650,-60,35,30,60,-10,45,CONSUMER,0
ACC0002651,-25,5,-35,10,-10,45,CONSUMER,0
ACC0002652,10,5,30,60,-10,-15,SME,0
ACC0002653,-25,-30,30,60,-40,15,CONSUMER,0
ACC0002654,-60,35,-50,-20,-10,-15,SME,0
ACC0002655,75,65,5,-20,40,-45,CONSUMER,0
ACC0002656,75,5,30,10,20,-45,CONSUMER,0
ACC0002657,40,35,30,10,-10,15,CONSUMER,0
ACC0002658,40,-55,-50,35,-40,-15,CONSUMER,0
ACC0002659,75,-55,30,35,-10,-15,CONSUMER,0
ACC0002660,-60,35,-50,-20,40,15,CONSUMER,0
ACC0002661,10,-55,30,-45,-10,15,CONSUMER,0
ACC0002662,10,35,-35,-20,-40,-15,SME,0
ACC0002663,-25,5,5,-20,20,-45,CONSUMER,1
ACC0002664,-60,-30,5,-20,20,-45,CONSUMER,0
ACC0002665,-25,-30,-35,10,20,45,CONSUMER,0
ACC0002666,10,35,55,60,40,-15,CONSUMER,0
ACC0002667,-60,-30,30,-20,-40,-45,CONSUMER,1
ACC0002668,-25,-30,5,10,20,-45,SME,0
ACC0002669,40,65,5,-45,-10,15,CONSUMER,0
ACC0002670,10,65,-50,10,-10,-45,CONSUMER,0
ACC0002671,75,-30,-35,-20,20,-45,SME,1
ACC0002672,40,-30,55,10,20,-45,CONSUMER,0
ACC0002673,40,5,5,-20,20,-15,CONSUMER,0
ACC0002674,-25,65,55,35,40,45,CONSUMER,0
ACC0002675,10,-30,-35,60,40,-15,CONSUMER,0
ACC0002676,-60,-30,55,-20,-40,15,CONSUMER,0
ACC0002677,10,5,5,-20,40,-45,CONSUMER,0
ACC0002678,40,35,30,35,20,15,CONSUMER,0
ACC0002679,40,5,5,10,20,45,CONSUMER,0
ACC0002680,40,-55,30,35,-10,15,CONSUMER,0
ACC0002681,-60,5,5,35,-10,-15,ENTERPRISE,0
ACC0002682,-25,35,30,10,20,15,SME,0
ACC0002683,10,5,30,60,20,-45,CONSUMER,0
ACC0002684,40,5,-35,-20,-10,45,CONSUMER,0
ACC0002685,10,-55,55,-45,40,-15,CONSUMER,0
ACC0002686,40,-30,55,10,20,45,SME,0
ACC0002687,40,-30,-35,-20,20,15,CONSUMER,1
ACC0002688,40,-30,-35,-20,20,-15,CONSUMER,0
ACC0002689,10,-55,55,-20,40,15,CONSUMER,1
ACC0002690,75,5,5,-20,40,45,CONSUMER,0
ACC0002691,75,-55,-35,-20,-10,-15,CONSUMER,0
ACC0002692,40,5,-35,-20,-10,-15,CONSUMER,0
ACC0002693,-25,5,-35,60,-10,-15,SME,0
ACC0002694,10,5,5,35,20,15,CONSUMER,0
ACC0002695,10,5,-35,60,20,-15,CONSUMER,1
ACC0002696,-25,5,-50,-20,-40,-15,CONSUMER,0
ACC0002697,75,5,55,35,-40,15,CONSUMER,0
ACC0002698,-60,35,5,-20,20,-15,CONSUMER,0
ACC0002699,40,65,30,10,-40,-15,CONSUMER,0
ACC0002700,-25,-30,55,-45,-10,-45,CONSUMER,0
ACC0002701,10,35,55,10,-10,-45,CONSUMER,0
ACC0002702,10,35,-35,60,-10,15,CONSUMER,0
ACC0002703,75,5,30,10,-10,-45,CONSUMER,0
ACC0002704,10,35,-35,10,40,-15,CONSUMER,0
ACC0002705,-25,35,-35,-45,20,-45,CONSUMER,0
ACC0002706,40,5,5,35,20,-15,CONSUMER,0
ACC0002707,40,35,30,60,40,15,CONSUMER,0
ACC0002708,40,-30,5,60,-40,-15,CONSUMER,0
ACC0002709,10,35,30,10,20,-45,CONSUMER,0
ACC0002710,10,35,55,-20,-40,45,CONSUMER,0
ACC0002711,75,65,55,35,40,-45,CONSUMER,1
ACC0002712,-60,-30,-35,-20,-10,-15,CONSUMER,0
ACC0002713,10,65,-35,60,-10,15,CONSUMER,0
ACC0002714,-25,35,55,10,20,-45,CONSUMER,0
ACC0002715,75,5,5,35,20,15,CONSUMER,0
ACC0002716,-25,5,5,60,20,-15,CONSUMER,0
ACC0002717,40,5,30,10,40,-15,SME,0
ACC0002718,40,-30,5,10,-40,45,SME,0
ACC0002719,-25,-30,30,-20,40,15,CONSUMER,1
ACC0002720,10,-30,-35,35,40,-15,CONSUMER,0
ACC0002721,-25,65,-35,10,-40,-15,CONSUMER,0
ACC0002722,40,5,55,60,-40,-15,ENTERPRISE,0
